orderid,timestamp,productid,productname,category,quantity,grossvalue,discountvalue,costofgoodssold,customerid,city,locationid,channel,orderstatus,cart_abandoned,total_price
ORD001985,2025-07-12 15:23:28,P0077,Duphaston 10mg Bottle,Women's Health,1,78.29,3.91,34.78,C00623,Dammam,E008,Mobile,Completed,0,74.38
ORD001986,2024-09-30 08:24:42,P0020,NeoCitran Hot Drink Bottle,Cold & Flu,3,60.57,9.09,32.34,C00866,Medina,E114,Mobile,Completed,0,51.48
ORD001987,2025-03-26 12:12:42,P0269,Aspirin 100mg Bottle - Store Brand - Store Brand - Store Brand,Pain Relief,1,2.94,0.0,0.88,C00110,Dammam,E030,Mobile,Completed,1,2.94
ORD001988,2024-08-30 20:38:46,P0100,Band-Aid Assorted Box - Store Brand,First Aid,2,19.6,0.98,9.4,C00597,Medina,E053,Retail,Completed,0,18.62
ORD001989,2025-04-26 17:21:03,P0207,Aspirin 100mg Bottle - Store Brand - Store Brand,Pain Relief,2,7.32,0.73,2.84,C00725,Khobar,E048,Mobile,Completed,0,6.59
ORD001990,2024-04-30 03:30:09,P0329,Mometasone Furoate 0.1% 15g Pack - Store Brand - Store Brand - Store Brand,Dermatology,1,39.37,3.94,17.6,C00509,Riyadh,E104,Web,Completed,0,35.43
ORD001991,2024-08-08 22:41:57,P0100,Band-Aid Assorted Box - Store Brand,First Aid,1,9.8,1.47,4.7,C00158,Jeddah,E049,Mobile,Completed,1,8.33
ORD001992,2025-02-21 00:00:30,P0145,Refresh Tears Eye Drops Box - Store Brand - Store Brand,Eye Care,2,38.44,0.0,23.48,C00900,Medina,E042,Mobile,Completed,0,38.44
ORD001993,2024-11-19 07:54:01,P0348,Clobetasol Cream 0.05% 30g Pack - Store Brand - Store Brand,Dermatology,1,51.95,5.2,23.45,C00901,Dammam,E063,Mobile,Completed,0,46.75
ORD001994,2025-06-09 15:22:37,P0055,Mometasone Furoate 0.1% 15g Pack,Dermatology,2,212.74,21.27,94.74,C00919,Mecca,E099,Web,Completed,0,191.47
ORD001995,2025-02-16 04:38:44,P0059,Refresh Tears Eye Drops Bottle,Eye Care,1,45.02,4.5,15.26,C00367,Medina,E034,Mobile,Completed,0,40.52
ORD001996,2025-07-28 01:09:55,P0097,Femibion Prenatal Box - Store Brand,Vitamins,1,119.48,17.92,49.31,C00943,Mecca,E044,Mobile,Completed,1,101.56
ORD001997,2025-07-27 08:12:51,P0084,Ventolin Inhaler Box,Respiratory,1,234.11,23.41,102.91,C00389,Riyadh,E030,Retail,Completed,1,210.7
ORD001998,2024-07-25 10:47:17,P0319,Redoxon Vitamin C 1000mg Pack - Store Brand - Store Brand - Store Brand,Vitamins,4,45.88,0.0,14.72,C00828,Dammam,E023,Web,Completed,1,45.88
ORD001999,2025-02-18 13:08:19,P0131,Band-Aid Assorted Bottle - Store Brand - Store Brand,First Aid,5,25.6,3.84,14.05,C01023,Medina,E089,Mobile,Completed,0,21.76
ORD002000,2024-11-23 10:00:45,P0093,Multivitamin Gummies Kids Box,Vitamins,2,108.3,16.24,42.74,C01069,Jeddah,E004,Web,Completed,0,92.06
ORD002001,2024-06-02 15:50:51,P0095,Earol Ear Drops Box - Store Brand,Ear Care,1,13.57,1.36,6.49,C01132,Jeddah,E069,Mobile,Completed,0,12.21
ORD002002,2024-03-27 17:19:11,P0230,Clobetasol Cream 0.05% 30g Pack - Store Brand,Dermatology,3,215.13,0.0,80.28,C00588,Jeddah,E014,Web,Completed,1,215.13
ORD002003,2025-03-31 17:28:22,P0265,NeoCitran Hot Drink Pack - Store Brand - Store Brand - Store Brand,Cold & Flu,3,33.33,1.67,15.06,C01138,Mecca,E026,Retail,Completed,0,31.66
ORD002004,2025-03-02 21:39:16,P0199,Otrivin Nasal Spray Bottle - Store Brand,Cold & Flu,5,73.5,0.0,38.85,C01181,Jeddah,E120,Mobile,Completed,1,73.5
ORD002005,2024-10-13 08:12:06,P0388,Band-Aid Assorted Box - Store Brand - Store Brand,First Aid,4,26.64,4.0,13.4,C00642,Dammam,E010,Web,Completed,0,22.64
ORD002006,2024-05-03 12:01:25,P0108,Duphaston 10mg Pack - Store Brand,Women's Health,1,52.41,5.24,17.17,C00331,Medina,E030,Mobile,Completed,0,47.17
ORD002007,2024-09-16 01:01:39,P0282,Symbicort Inhaler Bottle - Store Brand - Store Brand - Store Brand - Store Brand,Respiratory,2,195.08,29.26,118.48,C00318,Khobar,E111,Mobile,Completed,0,165.82
ORD002008,2025-07-29 14:54:29,P0057,Mometasone Furoate 0.1% 15g Box,Dermatology,1,121.72,12.17,41.28,C00624,Mecca,E066,Web,Completed,0,109.55
ORD002009,2025-04-18 00:28:22,P0128,Centrum Multivitamins Bottle - Store Brand - Store Brand,Vitamins,1,60.6,6.06,23.24,C00603,Khobar,E047,Mobile,Returned,0,54.54
ORD002010,2024-04-28 14:10:14,P0012,Voltaren Emulgel 50g Box,Pain Relief,1,49.02,7.35,20.53,C00323,Jeddah,E033,Web,Completed,1,41.67
ORD002011,2024-12-10 22:04:34,P0259,NeoCitran Hot Drink Pack - Store Brand - Store Brand,Cold & Flu,3,41.04,2.05,18.54,C00548,Khobar,E109,Retail,Completed,0,38.99
ORD002012,2024-07-20 17:04:12,P0372,Aspirin 100mg Bottle - Store Brand - Store Brand - Store Brand,Pain Relief,5,15.35,2.3,6.55,C00879,Dammam,E037,Mobile,Completed,1,13.05
ORD002013,2025-09-03 19:51:27,P0071,Johnson's Baby Oil 200ml Bottle,Baby Care,5,184.05,0.0,78.15,C00242,Medina,E058,Web,Completed,0,184.05
ORD002014,2024-09-27 15:09:41,P0359,Multivitamin Gummies Kids Bottle - Store Brand,Vitamins,3,147.42,7.37,47.82,C00659,Khobar,E063,Web,Completed,1,140.05
ORD002015,2025-09-06 02:07:14,P0079,Femibion Prenatal Pack,Vitamins,1,151.81,0.0,59.02,C01169,Mecca,E115,Web,Completed,0,151.81
ORD002016,2024-05-14 05:16:50,P0297,Centrum Multivitamins Bottle - Store Brand - Store Brand - Store Brand,Vitamins,2,81.0,12.15,39.08,C00019,Riyadh,E032,Mobile,Completed,0,68.85
ORD002017,2024-04-17 18:08:36,P0360,Otrivin Nasal Spray Bottle - Store Brand - Store Brand - Store Brand,Cold & Flu,1,9.05,0.45,4.83,C00474,Dammam,E042,Mobile,Completed,0,8.6
ORD002018,2024-10-16 04:06:51,P0023,Otrivin Nasal Spray Bottle,Cold & Flu,2,46.5,2.33,21.94,C00991,Dammam,E043,Mobile,Completed,0,44.17
ORD002019,2024-04-19 17:56:08,P0177,Mometasone Furoate 0.1% 15g Box - Store Brand,Dermatology,4,375.68,0.0,125.44,C00145,Riyadh,E066,Web,Completed,1,375.68
ORD002020,2025-03-26 06:25:45,P0223,Clobetasol Cream 0.05% 30g Pack - Store Brand - Store Brand - Store Brand,Dermatology,2,102.52,0.0,23.36,C00834,Jeddah,E108,Web,Cancelled,0,102.52
ORD002021,2024-10-06 08:03:50,P0312,Femibion Prenatal Bottle - Store Brand - Store Brand,Vitamins,1,97.42,9.74,29.28,C00371,Dammam,E034,Web,Completed,0,87.68
ORD002022,2025-05-12 13:51:58,P0015,Brufen 400mg Box,Pain Relief,4,85.08,0.0,33.44,C00068,Riyadh,E061,Mobile,Completed,0,85.08
ORD002023,2024-04-04 01:29:10,P0075,Pampers Baby Dry Box,Baby Care,2,251.5,25.15,97.3,C00020,Riyadh,E031,Mobile,Completed,1,226.35
ORD002024,2025-04-17 03:31:47,P0348,Clobetasol Cream 0.05% 30g Pack - Store Brand - Store Brand,Dermatology,2,103.9,10.39,46.9,C00521,Dammam,E112,Mobile,Completed,1,93.51
ORD002025,2025-06-21 09:09:14,P0200,Imodium 2mg Box - Store Brand - Store Brand,Gastrointestinal,2,34.06,1.7,15.68,C01160,Riyadh,E114,Retail,Completed,0,32.36
ORD002026,2024-11-15 16:54:01,P0060,Refresh Tears Eye Drops Box,Eye Care,5,227.65,22.76,89.2,C00065,Mecca,E062,Mobile,Completed,1,204.89
ORD002027,2024-06-12 06:08:32,P0175,Band-Aid Assorted Box - Store Brand - Store Brand,First Aid,1,7.68,1.15,3.51,C00790,Riyadh,E088,Web,Completed,0,6.53
ORD002028,2024-05-31 12:25:35,P0140,Ventolin Inhaler Bottle - Store Brand,Respiratory,4,594.68,89.2,277.52,C01086,Riyadh,E091,Web,Completed,0,505.48
ORD002029,2025-05-29 09:45:55,P0223,Clobetasol Cream 0.05% 30g Pack - Store Brand - Store Brand - Store Brand,Dermatology,2,102.52,15.38,23.36,C00612,Mecca,E021,Mobile,Completed,0,87.14
ORD002030,2024-07-18 05:07:13,P0013,Brufen 400mg Pack,Pain Relief,5,113.85,17.08,47.85,C01139,Dammam,E004,Web,Completed,0,96.77
ORD002031,2024-08-03 21:03:47,P0220,Panadol Advance Box - Store Brand,Pain Relief,2,20.06,0.0,9.56,C00054,Riyadh,E092,Mobile,Returned,0,20.06
ORD002032,2024-07-14 03:23:55,P0358,Pampers Baby Dry Pack - Store Brand - Store Brand - Store Brand,Baby Care,1,33.81,0.0,13.28,C00771,Riyadh,E002,Web,Completed,0,33.81
ORD002033,2024-04-04 14:40:54,P0185,Femibion Prenatal Pack - Store Brand,Vitamins,1,107.04,16.06,48.5,C00490,Jeddah,E060,Web,Completed,0,90.98
ORD002034,2025-04-21 11:37:20,P0114,Otrivin Nasal Spray Box - Store Brand - Store Brand,Cold & Flu,4,51.8,7.77,25.76,C01111,Mecca,E092,Web,Completed,0,44.03
ORD002035,2024-11-07 11:14:23,P0376,Earol Ear Drops Pack - Store Brand - Store Brand - Store Brand - Store Brand,Ear Care,1,4.66,0.7,2.33,C00739,Jeddah,E102,Web,Completed,0,3.96
ORD002036,2025-05-26 12:31:17,P0331,Omega-3 Fish Oil Pack - Store Brand - Store Brand - Store Brand - Store Brand,Vitamins,1,24.72,2.47,9.83,C00423,Riyadh,E084,Web,Returned,0,22.25
ORD002037,2025-04-01 19:20:15,P0086,Symbicort Inhaler Bottle,Respiratory,1,455.32,22.77,175.53,C00244,Jeddah,E025,Web,Completed,0,432.55
ORD002038,2025-08-30 06:02:36,P0398,Johnson's Baby Oil 200ml Box - Store Brand,Baby Care,3,92.07,0.0,28.05,C00382,Jeddah,E001,Web,Completed,0,92.07
ORD002039,2025-03-12 23:10:00,P0236,Band-Aid Assorted Bottle - Store Brand - Store Brand - Store Brand,First Aid,4,12.68,1.9,8.76,C01138,Mecca,E118,Web,Completed,0,10.78
ORD002040,2024-12-03 20:09:21,P0172,Imodium 2mg Pack - Store Brand - Store Brand,Gastrointestinal,5,86.8,13.02,26.3,C01048,Dammam,E057,Mobile,Completed,0,73.78
ORD002041,2025-02-24 13:13:49,P0125,Duphaston 10mg Pack - Store Brand,Women's Health,2,116.6,17.49,39.34,C00206,Medina,E055,Web,Completed,1,99.11
ORD002042,2025-01-05 02:36:04,P0381,Multivitamin Gummies Kids Box - Store Brand,Vitamins,1,41.57,0.0,15.85,C00654,Jeddah,E091,Web,Completed,0,41.57
ORD002043,2024-10-28 03:41:53,P0168,Vicks VapoRub 50g Bottle - Store Brand,Cold & Flu,1,10.43,1.56,3.83,C00887,Mecca,E070,Web,Completed,0,8.87
ORD002044,2025-07-16 11:02:39,P0331,Omega-3 Fish Oil Pack - Store Brand - Store Brand - Store Brand - Store Brand,Vitamins,2,49.44,0.0,19.66,C00983,Dammam,E048,Mobile,Completed,1,49.44
ORD002045,2025-02-11 22:50:40,P0382,Redoxon Vitamin C 1000mg Pack - Store Brand,Vitamins,2,49.08,4.91,23.02,C00749,Medina,E071,Web,Completed,1,44.17
ORD002046,2024-07-24 16:55:11,P0073,Pampers Baby Dry Pack,Baby Care,1,121.89,18.28,53.75,C01132,Jeddah,E101,Web,Completed,1,103.61
ORD002047,2025-05-30 09:40:56,P0327,Neutrogena Hydro Boost Box - Store Brand,Skincare,2,164.2,0.0,55.6,C00622,Riyadh,E061,Mobile,Completed,1,164.2
ORD002048,2025-07-13 03:50:45,P0133,Otrivin Nasal Spray Box - Store Brand - Store Brand,Cold & Flu,1,10.63,0.0,6.27,C01054,Jeddah,E048,Mobile,Completed,0,10.63
ORD002049,2025-03-10 05:44:24,P0380,Clobetasol Cream 0.05% 30g Bottle - Store Brand - Store Brand,Dermatology,4,275.88,41.38,88.4,C00646,Mecca,E115,Web,Completed,0,234.5
ORD002050,2024-06-29 05:27:26,P0014,Brufen 400mg Bottle,Pain Relief,1,22.69,0.0,8.06,C00213,Dammam,E017,Web,Completed,0,22.69
ORD002051,2025-03-11 00:42:49,P0241,Imodium 2mg Box - Store Brand - Store Brand,Gastrointestinal,4,76.28,3.81,23.24,C00129,Khobar,E049,Web,Returned,0,72.47
ORD002052,2025-06-09 23:23:01,P0082,Ventolin Inhaler Pack,Respiratory,1,202.9,10.15,83.69,C00817,Jeddah,E010,Mobile,Completed,0,192.75
ORD002053,2024-06-22 10:47:57,P0104,Refresh Tears Eye Drops Box - Store Brand,Eye Care,2,60.64,9.1,28.88,C00396,Jeddah,E038,Mobile,Completed,0,51.54
ORD002054,2025-04-06 05:24:18,P0228,Redoxon Vitamin C 1000mg Pack - Store Brand,Vitamins,1,21.87,1.09,10.4,C00860,Mecca,E101,Web,Completed,0,20.78
ORD002055,2024-10-26 16:59:40,P0231,Nivea Body Lotion 400ml Box - Store Brand,Personal Care,1,25.1,3.76,11.69,C00533,Mecca,E018,Web,Completed,0,21.34
ORD002056,2025-07-04 10:56:17,P0250,Redoxon Vitamin C 1000mg Bottle - Store Brand,Vitamins,5,109.55,10.96,44.65,C00101,Medina,E066,Mobile,Completed,0,98.59
ORD002057,2025-01-01 14:12:35,P0377,Duphaston 10mg Pack - Store Brand - Store Brand,Women's Health,1,41.25,2.06,14.18,C00870,Riyadh,E014,Mobile,Completed,0,39.19
ORD002058,2025-01-06 13:38:46,P0099,Voltaren Emulgel 50g Bottle - Store Brand,Pain Relief,2,75.34,0.0,23.94,C00337,Jeddah,E041,Web,Completed,0,75.34
ORD002059,2025-06-14 21:32:10,P0026,Centrum Multivitamins Bottle,Vitamins,1,113.9,11.39,38.63,C00542,Riyadh,E064,Mobile,Completed,0,102.51
ORD002060,2024-04-30 15:14:02,P0132,Neutrogena Hydro Boost Pack - Store Brand,Skincare,1,94.82,14.22,34.27,C01085,Mecca,E029,Retail,Completed,1,80.6
ORD002061,2024-10-22 15:39:04,P0312,Femibion Prenatal Bottle - Store Brand - Store Brand,Vitamins,5,487.1,73.06,146.4,C01063,Medina,E022,Web,Completed,1,414.04
ORD002062,2024-08-07 22:25:26,P0279,Cetaphil Gentle Cleanser Box - Store Brand - Store Brand,Skincare,2,93.78,9.38,26.44,C01165,Mecca,E114,Mobile,Completed,0,84.4
ORD002063,2024-05-07 08:06:13,P0288,Duphaston 10mg Pack - Store Brand - Store Brand,Women's Health,1,33.26,1.66,13.84,C00511,Jeddah,E021,Mobile,Completed,0,31.6
ORD002064,2024-05-31 22:38:14,P0071,Johnson's Baby Oil 200ml Bottle,Baby Care,1,36.81,5.52,15.63,C00873,Jeddah,E010,Web,Returned,0,31.29
ORD002065,2024-03-27 19:42:01,P0374,Johnson's Baby Oil 200ml Box - Store Brand - Store Brand,Baby Care,2,49.18,0.0,14.38,C00275,Medina,E101,Web,Completed,0,49.18
ORD002066,2024-06-02 00:18:47,P0017,Vicks VapoRub 50g Bottle,Cold & Flu,1,15.25,1.52,5.72,C00350,Khobar,E001,Mobile,Completed,0,13.73
ORD002067,2025-08-15 05:26:46,P0267,Voltaren Emulgel 50g Bottle - Store Brand - Store Brand - Store Brand,Pain Relief,1,15.09,0.75,8.04,C00633,Khobar,E055,Web,Completed,0,14.34
ORD002068,2024-09-15 14:31:45,P0383,Symbicort Inhaler Bottle - Store Brand - Store Brand - Store Brand - Store Brand - Store Brand,Respiratory,5,348.85,52.33,218.4,C01106,Mecca,E007,Mobile,Completed,0,296.52
ORD002069,2024-04-17 11:12:25,P0377,Duphaston 10mg Pack - Store Brand - Store Brand,Women's Health,2,82.5,12.38,28.36,C00182,Medina,E076,Web,Completed,1,70.12
ORD002070,2024-10-08 03:22:09,P0310,Aspirin 100mg Pack - Store Brand,Pain Relief,4,22.76,0.0,7.2,C00965,Jeddah,E113,Mobile,Completed,0,22.76
ORD002071,2024-11-05 13:49:37,P0271,Imodium 2mg Box - Store Brand - Store Brand - Store Brand - Store Brand - Store Brand,Gastrointestinal,1,5.1,0.26,3.0,C00731,Riyadh,E103,Mobile,Completed,0,4.84
ORD002072,2025-02-06 01:48:54,P0362,Band-Aid Assorted Bottle - Store Brand - Store Brand - Store Brand,First Aid,1,4.42,0.44,1.91,C00930,Mecca,E036,Retail,Completed,1,3.98
ORD002073,2024-05-30 09:22:44,P0275,Clobetasol Cream 0.05% 30g Pack - Store Brand - Store Brand - Store Brand,Dermatology,5,275.15,13.76,61.05,C00703,Mecca,E061,Web,Completed,0,261.39
ORD002074,2024-09-04 13:54:29,P0311,Pampers Baby Dry Box - Store Brand,Baby Care,4,308.48,0.0,119.52,C00702,Medina,E005,Web,Completed,0,308.48
ORD002075,2025-06-02 02:00:00,P0186,Mometasone Furoate 0.1% 15g Pack - Store Brand - Store Brand,Dermatology,3,132.0,19.8,77.13,C00671,Dammam,E029,Mobile,Completed,0,112.2
ORD002076,2024-09-04 16:06:52,P0035,Cetaphil Gentle Cleanser Bottle,Skincare,5,448.65,44.86,174.65,C00450,Khobar,E057,Web,Completed,0,403.79
ORD002077,2024-12-10 00:44:55,P0075,Pampers Baby Dry Box,Baby Care,4,503.0,25.15,194.6,C00391,Jeddah,E054,Mobile,Completed,0,477.85
ORD002078,2025-05-20 19:16:28,P0140,Ventolin Inhaler Bottle - Store Brand,Respiratory,2,297.34,44.6,138.76,C00300,Mecca,E058,Web,Completed,0,252.74
ORD002079,2024-11-10 15:44:39,P0182,Nivea Body Lotion 400ml Bottle - Store Brand - Store Brand,Personal Care,5,80.1,4.0,39.2,C00471,Riyadh,E071,Web,Completed,0,76.1
ORD002080,2025-01-14 03:53:47,P0182,Nivea Body Lotion 400ml Bottle - Store Brand - Store Brand,Personal Care,5,80.1,8.01,39.2,C00586,Jeddah,E052,Retail,Completed,0,72.09
ORD002081,2024-12-07 09:19:10,P0171,Earol Ear Drops Bottle - Store Brand,Ear Care,1,21.35,3.2,8.39,C00183,Medina,E119,Web,Completed,0,18.15
ORD002082,2025-03-06 16:56:49,P0247,Otrivin Nasal Spray Box - Store Brand - Store Brand,Cold & Flu,2,29.3,2.93,10.18,C00210,Mecca,E011,Web,Completed,0,26.37
ORD002083,2025-06-04 11:36:54,P0221,Otrivin Nasal Spray Box - Store Brand - Store Brand - Store Brand,Cold & Flu,1,9.0,0.0,4.75,C01161,Khobar,E077,Web,Returned,0,9.0
ORD002084,2024-06-14 04:29:05,P0400,Neutrogena Hydro Boost Box - Store Brand,Skincare,1,104.48,10.45,35.1,C00512,Dammam,E094,Web,Cancelled,0,94.03
ORD002085,2024-09-20 09:19:37,P0062,Earol Ear Drops Bottle,Ear Care,1,25.88,0.0,10.47,C00327,Khobar,E013,Web,Completed,1,25.88
ORD002086,2024-06-04 13:36:14,P0030,Redoxon Vitamin C 1000mg Box,Vitamins,2,64.66,0.0,27.4,C00215,Dammam,E019,Web,Completed,1,64.66
ORD002087,2025-09-03 16:13:25,P0013,Brufen 400mg Pack,Pain Relief,1,22.77,1.14,9.57,C01146,Khobar,E022,Mobile,Completed,0,21.63
ORD002088,2024-09-20 13:44:31,P0375,Otrivin Nasal Spray Pack - Store Brand,Cold & Flu,1,18.04,1.8,8.93,C00254,Medina,E090,Retail,Completed,0,16.24
ORD002089,2024-05-26 04:45:26,P0074,Pampers Baby Dry Bottle,Baby Care,3,428.67,21.43,167.82,C00535,Dammam,E057,Retail,Completed,0,407.24
ORD002090,2024-05-08 04:48:02,P0005,Panadol Advance Bottle,Pain Relief,1,17.71,2.66,8.16,C01007,Medina,E098,Mobile,Completed,0,15.05
ORD002091,2024-11-26 03:18:01,P0157,Mometasone Furoate 0.1% 15g Box - Store Brand,Dermatology,1,92.73,4.64,31.76,C00354,Khobar,E111,Mobile,Completed,0,88.09
ORD002092,2025-08-13 11:17:59,P0345,Otrivin Nasal Spray Box - Store Brand - Store Brand - Store Brand,Cold & Flu,3,26.4,2.64,11.49,C01083,Medina,E057,Mobile,Completed,0,23.76
ORD002093,2025-02-26 05:18:35,P0035,Cetaphil Gentle Cleanser Bottle,Skincare,1,89.73,13.46,34.93,C00103,Dammam,E013,Mobile,Completed,0,76.27
ORD002094,2025-03-18 03:09:37,P0221,Otrivin Nasal Spray Box - Store Brand - Store Brand - Store Brand,Cold & Flu,2,18.0,0.0,9.5,C00529,Mecca,E120,Web,Completed,0,18.0
ORD002095,2025-08-05 02:39:43,P0218,Femibion Prenatal Bottle - Store Brand - Store Brand,Vitamins,1,93.49,4.67,34.23,C00039,Riyadh,E086,Mobile,Completed,0,88.82
ORD002096,2025-01-21 23:09:18,P0282,Symbicort Inhaler Bottle - Store Brand - Store Brand - Store Brand - Store Brand,Respiratory,1,97.54,4.88,59.24,C00461,Riyadh,E039,Mobile,Completed,0,92.66
ORD002097,2024-03-25 07:15:01,P0331,Omega-3 Fish Oil Pack - Store Brand - Store Brand - Store Brand - Store Brand,Vitamins,1,24.72,1.24,9.83,C01130,Jeddah,E005,Retail,Completed,0,23.48
ORD002098,2024-05-11 23:55:39,P0384,Band-Aid Assorted Box - Store Brand - Store Brand,First Aid,1,7.0,0.7,3.04,C00240,Riyadh,E081,Mobile,Completed,0,6.3
ORD002099,2025-08-12 21:35:45,P0253,Duphaston 10mg Pack - Store Brand - Store Brand,Women's Health,1,37.64,1.88,14.81,C00864,Jeddah,E070,Web,Completed,0,35.76
ORD002100,2025-01-07 07:22:54,P0206,Femibion Prenatal Bottle - Store Brand,Vitamins,3,350.13,35.01,132.06,C00871,Dammam,E019,Web,Completed,0,315.12
ORD002101,2024-05-08 01:08:38,P0248,Voltaren Emulgel 50g Bottle - Store Brand - Store Brand,Pain Relief,2,58.2,8.73,17.22,C00745,Dammam,E073,Retail,Completed,0,49.47
ORD002102,2025-01-25 22:28:09,P0164,Duphaston 10mg Box - Store Brand,Women's Health,2,126.4,0.0,53.5,C00935,Jeddah,E010,Mobile,Completed,1,126.4
ORD002103,2024-10-13 01:35:50,P0012,Voltaren Emulgel 50g Box,Pain Relief,1,49.02,2.45,20.53,C00272,Riyadh,E062,Mobile,Completed,0,46.57
ORD002104,2024-09-08 03:24:29,P0256,Imodium 2mg Box - Store Brand - Store Brand - Store Brand - Store Brand,Gastrointestinal,3,21.51,2.15,14.28,C00310,Jeddah,E040,Mobile,Returned,0,19.36
ORD002105,2024-09-13 18:04:46,P0036,Cetaphil Gentle Cleanser Box,Skincare,1,78.58,11.79,29.78,C01122,Medina,E063,Web,Completed,0,66.79
ORD002106,2024-12-07 12:42:29,P0209,Omega-3 Fish Oil Pack - Store Brand - Store Brand,Vitamins,1,49.4,2.47,25.24,C00115,Khobar,E021,Mobile,Completed,0,46.93
ORD002107,2025-04-10 01:43:36,P0282,Symbicort Inhaler Bottle - Store Brand - Store Brand - Store Brand - Store Brand,Respiratory,1,97.54,14.63,59.24,C00216,Khobar,E041,Web,Completed,0,82.91
ORD002108,2024-10-31 00:14:01,P0301,Gaviscon 200ml Bottle - Store Brand - Store Brand,Gastrointestinal,1,29.59,2.96,12.19,C00838,Dammam,E024,Mobile,Completed,0,26.63
ORD002109,2024-09-08 22:37:50,P0081,Femibion Prenatal Box,Vitamins,3,477.9,47.79,227.61,C00278,Jeddah,E043,Retail,Completed,0,430.11
ORD002110,2025-06-09 17:22:53,P0396,Mometasone Furoate 0.1% 15g Box - Store Brand - Store Brand,Dermatology,1,66.93,10.04,19.92,C01098,Dammam,E108,Mobile,Completed,0,56.89
ORD002111,2025-07-30 21:38:32,P0198,Nivea Body Lotion 400ml Bottle - Store Brand,Personal Care,3,71.25,10.69,37.05,C01169,Mecca,E066,Web,Completed,0,60.56
ORD002112,2024-05-30 14:53:13,P0120,Refresh Tears Eye Drops Box - Store Brand - Store Brand - Store Brand,Eye Care,1,16.7,2.5,8.27,C00457,Mecca,E029,Mobile,Completed,0,14.2
ORD002113,2024-10-27 16:27:50,P0222,Band-Aid Assorted Bottle - Store Brand - Store Brand,First Aid,4,26.04,2.6,10.96,C00634,Medina,E119,Retail,Completed,1,23.44
ORD002114,2024-11-29 01:34:46,P0107,Refresh Tears Eye Drops Box - Store Brand - Store Brand,Eye Care,4,89.2,4.46,48.68,C00913,Medina,E012,Web,Completed,1,84.74
ORD002115,2024-11-20 01:28:30,P0239,Omega-3 Fish Oil Pack - Store Brand - Store Brand - Store Brand,Vitamins,1,31.8,0.0,15.39,C00953,Jeddah,E030,Retail,Completed,0,31.8
ORD002116,2024-03-29 13:09:58,P0171,Earol Ear Drops Bottle - Store Brand,Ear Care,4,85.4,4.27,33.56,C00853,Dammam,E059,Web,Completed,0,81.13
ORD002117,2024-10-07 16:20:56,P0275,Clobetasol Cream 0.05% 30g Pack - Store Brand - Store Brand - Store Brand,Dermatology,2,110.06,16.51,24.42,C00131,Medina,E114,Web,Completed,0,93.55
ORD002118,2025-03-03 13:06:52,P0360,Otrivin Nasal Spray Bottle - Store Brand - Store Brand - Store Brand,Cold & Flu,1,9.05,0.91,4.83,C00140,Mecca,E108,Web,Completed,0,8.14
ORD002119,2024-08-10 12:04:30,P0395,Omega-3 Fish Oil Pack - Store Brand - Store Brand - Store Brand - Store Brand,Vitamins,1,24.24,1.21,10.94,C00233,Riyadh,E013,Mobile,Completed,0,23.03
ORD002120,2024-05-14 10:00:30,P0138,Centrum Multivitamins Bottle - Store Brand,Vitamins,1,96.03,0.0,25.38,C00751,Dammam,E067,Mobile,Completed,0,96.03
ORD002121,2025-09-07 02:35:12,P0238,Duphaston 10mg Pack - Store Brand,Women's Health,1,53.14,0.0,17.1,C00072,Medina,E056,Web,Completed,1,53.14
ORD002122,2024-09-03 04:42:02,P0104,Refresh Tears Eye Drops Box - Store Brand,Eye Care,2,60.64,6.06,28.88,C00574,Mecca,E071,Mobile,Completed,0,54.58
ORD002123,2025-06-07 21:42:42,P0363,Earol Ear Drops Pack - Store Brand,Ear Care,3,44.04,6.61,21.69,C00575,Mecca,E022,Mobile,Completed,0,37.43
ORD002124,2024-05-01 01:43:36,P0160,Sensodyne Repair & Protect Box - Store Brand,Oral Care,3,71.34,7.13,22.92,C00880,Khobar,E118,Web,Completed,0,64.21
ORD002125,2024-05-14 03:21:50,P0078,Duphaston 10mg Box,Women's Health,2,164.3,24.64,66.36,C00912,Jeddah,E078,Retail,Completed,1,139.66
ORD002126,2024-08-03 20:36:41,P0168,Vicks VapoRub 50g Bottle - Store Brand,Cold & Flu,4,41.72,4.17,15.32,C00310,Jeddah,E043,Retail,Completed,0,37.55
ORD002127,2025-08-15 13:15:43,P0096,Mometasone Furoate 0.1% 15g Pack - Store Brand,Dermatology,1,66.15,3.31,38.18,C00517,Khobar,E022,Mobile,Completed,0,62.84
ORD002128,2024-05-03 21:24:09,P0209,Omega-3 Fish Oil Pack - Store Brand - Store Brand,Vitamins,1,49.4,2.47,25.24,C00895,Medina,E079,Web,Completed,0,46.93
ORD002129,2024-07-06 00:52:07,P0106,Symbicort Inhaler Bottle - Store Brand,Respiratory,3,852.6,42.63,403.92,C00643,Mecca,E008,Web,Completed,1,809.97
ORD002130,2024-10-25 11:43:55,P0286,Femibion Prenatal Box - Store Brand - Store Brand,Vitamins,3,225.87,11.29,120.27,C00763,Mecca,E119,Mobile,Completed,0,214.58
ORD002131,2024-05-13 06:18:14,P0171,Earol Ear Drops Bottle - Store Brand,Ear Care,2,42.7,4.27,16.78,C01010,Mecca,E074,Mobile,Completed,0,38.43
